id_respon,timestamp,layanan,komentar_teks,id_pengisian,urut_komentar,label_manual
072-02,28/01/2026 22:54:11,MyClass UMSU,"Aplikasi baru (MyClass) menurut saya sudah lebih baik dari sebelumnya, sudah jarang terjadi eror dan kesulitan (stuck loading) saat log in.",72,2,
072-03,28/01/2026 22:54:11,WiFi Kampus,"Menurut saya sudah baik, terdapat banyak wifi dilingkungan kampus, jadi wifi bisa di akses di seluruhnya.",72,3,
072-04,28/01/2026 22:54:11,Helpdesk/Technical Support,-,72,4,
072-05,28/01/2026 22:54:11,Saran Peningkatan,"Saya berharap layanan terus di perhatikan agar semakin optimal, dan eror semakin jarang terjadi.",72,5,
073-01,28/01/2026 22:56:18,Portal Akademik (WEB),"pengalaman saat menggunakan portal akademik sangat baik, walaupun kadang saat login suka ke log out sendiri, tapi keseluruhan sangat baik untuk urusan perkuliahan seperti isi krs dan lihat khs",73,1,
073-02,28/01/2026 22:56:18,MyClass UMSU,"sangat baik ui dan ux, mudah di pahami tidak membuat bingung saat menggunakannya melihat tugas,materi,absen sangat gampang di akses",73,2,
073-03,28/01/2026 22:56:18,WiFi Kampus,"keseluruhan sangat baik, walaupun kadang kecepatan lambat tapi mungkin karena banyak di akses orang dalam waktu bersamaan",73,3,
073-04,28/01/2026 22:56:18,Helpdesk/Technical Support,untuk techinal support saya tidak berkomentar karena ga pernah menggunakan layanannya,73,4,
073-05,28/01/2026 22:56:18,Saran Peningkatan,"secara keseluruhan, layanan SI dan TI sangat baik portal selalu bisa di akses kapan pun myclass juga sangat baik dalam membantu perkuliahan",73,5,
074-01,28/01/2026 22:59:23,Portal Akademik (WEB),"Web nya sangat membantu , tetapi terkadang sering down",74,1,
074-02,28/01/2026 22:59:23,MyClass UMSU,Tidak ada,74,2,
074-03,28/01/2026 22:59:23,WiFi Kampus,Tidak ada,74,3,
074-04,28/01/2026 22:59:23,Helpdesk/Technical Support,Tidak ada,74,4,
074-05,28/01/2026 22:59:23,Saran Peningkatan,Supaya tidak sering erorr,74,5,
075-01,28/01/2026 23:03:10,Portal Akademik (WEB),selalu sering login ulang,75,1,
075-02,28/01/2026 23:03:10,MyClass UMSU,terlalu ribet tata letak untuk materi belajarnya,75,2,
075-03,28/01/2026 23:03:10,WiFi Kampus,tidak stabil,75,3,
075-04,28/01/2026 23:03:10,Helpdesk/Technical Support,-,75,4,
075-05,28/01/2026 23:03:10,Saran Peningkatan,-,75,5,
076-01,28/01/2026 23:04:53,Portal Akademik (WEB),"terkadang eror saat di akses, contohnya loading lama",76,1,
076-02,28/01/2026 23:04:53,MyClass UMSU,myclas terkadang mengalami eror jika ingin mengirim tugas harus membuka dari web (google),76,2,
076-03,28/01/2026 23:04:53,WiFi Kampus,wifi kampus umsu sering ngelag/logout,76,3,
076-04,28/01/2026 23:04:53,Helpdesk/Technical Support,tidak pernah menggunakan,76,4,
076-05,28/01/2026 23:04:53,Saran Peningkatan,-,76,5,
077-01,28/01/2026 23:07:21,Portal Akademik (WEB),ribet kalo nyari kelas,77,1,
077-02,28/01/2026 23:07:21,MyClass UMSU,gatau lupa,77,2,
077-03,28/01/2026 23:07:21,WiFi Kampus,gapernah pake,77,3,
077-04,28/01/2026 23:07:21,Helpdesk/Technical Support,gatau gapernah,77,4,
077-05,28/01/2026 23:07:21,Saran Peningkatan,terserah ajaa,77,5,
078-01,29/01/2026 0:33:11,Portal Akademik (WEB),sering ke login ulang ketika digunakan,78,1,
078-02,29/01/2026 0:33:11,MyClass UMSU,tidak ada kendala,78,2,
078-03,29/01/2026 0:33:11,WiFi Kampus,jaringan kurang stabil saat digunakan(wifi lantai 6 fikti),78,3,
078-04,29/01/2026 0:33:11,Helpdesk/Technical Support,tidak pernah melapor,78,4,
078-05,29/01/2026 0:33:11,Saran Peningkatan,tidak ada kekurangan,78,5,
079-01,29/01/2026 4:53:52,Portal Akademik (WEB),web umsu sangat baik cuma terkadang suka nge down server nya saat masuk dan login tiba-tiba keluar lagi gk bisa,79,1,
079-02,29/01/2026 4:53:52,MyClass UMSU,my class saya jarang pakai cuma bagus,79,2,
079-03,29/01/2026 4:53:52,WiFi Kampus,wifi nya bagus cuma jaringan nya kadang suka hilang,79,3,
079-04,29/01/2026 4:53:52,Helpdesk/Technical Support,bagus,79,4,
079-05,29/01/2026 4:53:52,Saran Peningkatan,bagus,79,5,
080-01,29/01/2026 5:57:38,Portal Akademik (WEB),Portal mudah di pahami tetapi terkadang server harus login 2 x akibat sistem server yang kurang kuat,80,1,
080-02,29/01/2026 5:57:38,MyClass UMSU,Saya jarang pakai my class untuk pembelajaran akibat kurang mengetahui secara rinci cara penggunaan nya .,80,2,
080-03,29/01/2026 5:57:38,WiFi Kampus,"Saat saya di kampus selalu menggunakan WiFi dan itu sangat membantu , secara jaringan sangat memadai untun membantu aktivitas akademik saya",80,3,
080-04,29/01/2026 5:57:38,Helpdesk/Technical Support,"Membantu saya dalam menanyakan terkait permasalahan akademik saya , contoh nya di saat saya lupa username atau sandi akun akademik saya",80,4,
080-05,29/01/2026 5:57:38,Saran Peningkatan,Bagus aja,80,5,
081-01,29/01/2026 6:40:20,Portal Akademik (WEB),seringnya masalah yang buat males buka portal tu karena servernya down dan ngelag kalau login,81,1,
081-02,29/01/2026 6:40:20,MyClass UMSU,jujur aku lebih suka tampilan Elearning UMSU yang lama daripada MyClass yang sekarang,81,2,
081-03,29/01/2026 6:40:20,WiFi Kampus,kalau uda di lantai 3 atau 4 wifi tu mulai gaada wujudnya wkwk,81,3,
081-04,29/01/2026 6:40:20,Helpdesk/Technical Support,aku jarang dan hampir gak pernah pakai helpdesk IT ini,81,4,
081-05,29/01/2026 6:40:20,Saran Peningkatan,"portal dan my class tu paling sering digunakan mahasiswa, tolong makin ditingkatkan sistemnya supaya gak terus terusan down servernyaa",81,5,
082-01,29/01/2026 7:44:15,Portal Akademik (WEB),"Saat login server selalu terlepas alias logout otomatis sehingga harus log in ulang, dan juga halaman nya juga lari² sehingga repot harus mencari dari awal halaman lagi",82,1,
082-02,29/01/2026 7:44:15,MyClass UMSU,Saat mengerjakan tugas informasi yg di berikan mengenai cara pengerjaan kurang jelas,82,2,
082-03,29/01/2026 7:44:15,WiFi Kampus,Wifi selalu terputus dan tidak cukup untuk menjangkau seluruh kelas,82,3,
082-04,29/01/2026 7:44:15,Helpdesk/Technical Support,"Pengalaman dari teman saya, cukup bingung arahan dari heldesk karena penyampaiannya yg singkat",82,4,
082-05,29/01/2026 7:44:15,Saran Peningkatan,"Diberikan solusi lebih jelas, jika harus menghubungi langsung berikan jam operasionalnya atau no yg dapat dihubungi",82,5,
083-01,29/01/2026 10:35:31,Portal Akademik (WEB),Baik dan dapat dimengerti akhir” ini,83,1,
083-02,29/01/2026 10:35:31,MyClass UMSU,Awal nya tidak mudah namun akhir” ini saya mulai paham,83,2,
083-03,29/01/2026 10:35:31,WiFi Kampus,"Alhamdulillah lancar hampir seluruh titik saya ddk ada wifi , palingan lantai 4 susah Connect dan juga lantai 3",83,3,
083-04,29/01/2026 10:35:31,Helpdesk/Technical Support,Blom pernah,83,4,
083-05,29/01/2026 10:35:31,Saran Peningkatan,Menjadi lebih naik lagi,83,5,
084-01,29/01/2026 13:25:12,Portal Akademik (WEB),"Server sering log out sendiri ketika mau cetak krs,bayar uang kuliah dsb",84,1,
084-02,29/01/2026 13:25:12,MyClass UMSU,Kadang bingung mau cari matkul nya,84,2,
084-03,29/01/2026 13:25:12,WiFi Kampus,Wifi nya kurang lancar,84,3,
084-04,29/01/2026 13:25:12,Helpdesk/Technical Support,-,84,4,
084-05,29/01/2026 13:25:12,Saran Peningkatan,-,84,5,
085-01,29/01/2026 14:07:22,Portal Akademik (WEB),"Pengalaman positif, Portal Akademik sangat bermanfaat dalam mengakses informasi akademik secara terpusat, seperti Kartu Rencana Studi (KRS), Kartu Hasil Studi (KHS), jadwal perkuliahan, nilai, serta pengumuman akademik. Dengan adanya portal ini, mahasiswa tidak perlu datang langsung ke bagian akademik untuk mengurus administrasi dasar, sehingga lebih efisien dari segi waktu dan tenaga. Selain itu, tampilan menu yang terstruktur memudahkan mahasiswa dalam mencari informasi yang dibutuhkan.

Namun, saya juga mengalami pengalaman kurang baik saat menggunakan Portal Akademik. Beberapa kali sistem sulit diakses terutama pada masa pengisian KRS atau saat mendekati batas waktu tertentu. Hal ini kemungkinan disebabkan oleh tingginya jumlah pengguna yang mengakses secara bersamaan, sehingga server menjadi lambat atau mengalami error. Selain itu, terkadang terdapat keterlambatan pembaruan data, seperti nilai yang belum langsung muncul atau perubahan jadwal yang tidak segera terupdate, sehingga menimbulkan kebingungan bagi mahasiswa.",85,1,
085-02,29/01/2026 14:07:22,MyClass UMSU,bagusss,85,2,
085-03,29/01/2026 14:07:22,WiFi Kampus,tidak adaa,85,3,
085-04,29/01/2026 14:07:22,Helpdesk/Technical Support,tidak ada,85,4,
085-05,29/01/2026 14:07:22,Saran Peningkatan,tidak ada,85,5,
086-01,29/01/2026 14:23:37,Portal Akademik (WEB),"Terkadang gampang di akses 
Kadang juga lemot dan sulit di akses",86,1,
086-02,29/01/2026 14:23:37,MyClass UMSU,Terlalu ribet,86,2,
086-03,29/01/2026 14:23:37,WiFi Kampus,Bolehla,86,3,
086-04,29/01/2026 14:23:37,Helpdesk/Technical Support,.,86,4,
086-05,29/01/2026 14:23:37,Saran Peningkatan,Upgrade bug,86,5,
087-01,29/01/2026 15:54:52,Portal Akademik (WEB),server sering down aih,87,1,
087-02,29/01/2026 15:54:52,MyClass UMSU,untuk ios masi sering lag,87,2,
087-03,29/01/2026 15:54:52,WiFi Kampus,wifi tersedia tapi jaringan gada,87,3,
087-04,29/01/2026 15:54:52,Helpdesk/Technical Support,ga pernah,87,4,
087-05,29/01/2026 15:54:52,Saran Peningkatan,semoga di perhatikan kembali karna wifi sangat membangu dalam proses belajar,87,5,
088-01,30/01/2026 15:31:07,Portal Akademik (WEB),Server eror contohnya pada saat saya lagi memposting tugas. Kemudian jika masuk ke portal sering log out sendiri padahal baru login.,88,1,
088-02,30/01/2026 15:31:07,MyClass UMSU,"Susah untuk masuk ke grup mata kuliah, untuk masukim passwordnya sering salah padahal sudah diketik dengan benar",88,2,
088-03,30/01/2026 15:31:07,WiFi Kampus,Sering full wifinya,88,3,
088-04,30/01/2026 15:31:07,Helpdesk/Technical Support,Lama dilayanin,88,4,
088-05,30/01/2026 15:31:07,Saran Peningkatan,"Hendak lebih up to date lagi, grafiknya juga",88,5,
089-01,30/01/2026 16:00:16,Portal Akademik (WEB),Saya jika login melalui web itu sering login tetapi loginnya sering kembali ke branda yang lainnya baik,89,1,
089-02,30/01/2026 16:00:16,MyClass UMSU,Baik sih,89,2,
089-03,30/01/2026 16:00:16,WiFi Kampus,Wifi dulu sering down,89,3,
089-04,30/01/2026 16:00:16,Helpdesk/Technical Support,"Waktu itu saya lupa pasword ,saya hubungin pihak bersangkutan ,dan beres",89,4,
089-05,30/01/2026 16:00:16,Saran Peningkatan,Saya lihat di internet daftar nama mahasiswa umsu bisa di hack,89,5,
090-01,30/01/2026 21:56:58,Portal Akademik (WEB),"Sangat membantu saya, terimakasi",90,1,
090-02,30/01/2026 21:56:58,MyClass UMSU,Memudahkn saya utk akses ulang materi,90,2,
090-03,30/01/2026 21:56:58,WiFi Kampus,"Ga selalu bagus jaringan, apalagi kalo udh di lantai 4",90,3,
090-04,30/01/2026 21:56:58,Helpdesk/Technical Support,Saya jarang terkendala,90,4,
090-05,30/01/2026 21:56:58,Saran Peningkatan,Sudah cukup baik,90,5,
091-01,30/01/2026 22:20:41,Portal Akademik (WEB),Mantap sekali dan lebih ditingkatkan lagi,91,1,
091-02,30/01/2026 22:20:41,MyClass UMSU,Lebih ditingkatkan lagi si servernya,91,2,
091-03,30/01/2026 22:20:41,WiFi Kampus,Lebih diperbanyak lagi wifinya,91,3,
091-04,30/01/2026 22:20:41,Helpdesk/Technical Support,Mantap sekali,91,4,
091-05,30/01/2026 22:20:41,Saran Peningkatan,Ya lebih ditingkat kan pelayanannya,91,5,
092-01,30/01/2026 22:25:10,Portal Akademik (WEB),"Pengalaman saya menggunakan Portal Akademik (WEB) cukup baik, karena tampilannya sederhana dan fitur-fiturnya membantu, seperti pengecekan KRS, KHS, dan jadwal kuliah yang bisa diakses kapan saja. Namun, pengalaman kurang menyenangkan juga pernah saya alami saat portal sulit diakses atau lambat dibuka pada waktu-waktu tertentu, terutama ketika banyak mahasiswa mengakses secara bersamaan saat pengisian KRS, sehingga menghambat proses akademik.",92,1,
092-02,30/01/2026 22:25:10,MyClass UMSU,"Pengalaman saya menggunakan Portal Akademik (WEB) cukup baik, karena tampilannya sederhana dan fitur-fiturnya membantu, seperti pengecekan KRS, KHS, dan jadwal kuliah yang bisa diakses kapan saja. Namun, pengalaman kurang menyenangkan juga pernah saya alami saat portal sulit diakses atau lambat dibuka pada waktu-waktu tertentu, terutama ketika banyak mahasiswa mengakses secara bersamaan saat pengisian KRS, sehingga menghambat proses akademik.",92,2,
092-03,30/01/2026 22:25:10,WiFi Kampus,"Pengalaman saya menggunakan Portal Akademik (WEB) cukup baik, karena tampilannya sederhana dan fitur-fiturnya membantu, seperti pengecekan KRS, KHS, dan jadwal kuliah yang bisa diakses kapan saja. Namun, pengalaman kurang menyenangkan juga pernah saya alami saat portal sulit diakses atau lambat dibuka pada waktu-waktu tertentu, terutama ketika banyak mahasiswa mengakses secara bersamaan saat pengisian KRS, sehingga menghambat proses akademik.",92,3,
092-04,30/01/2026 22:25:10,Helpdesk/Technical Support,"Pengalaman saya menggunakan helpdesk/technical support IT UMSU cukup baik, karena petugasnya responsif dan membantu saat saya mengalami kendala akses portal akademik. Namun, terkadang proses penanganannya memerlukan waktu lebih lama, misalnya ketika laporan harus menunggu tindak lanjut, sehingga masalah tidak langsung terselesaikan.",92,4,
092-05,30/01/2026 22:25:10,Saran Peningkatan,"Saran saya untuk peningkatan layanan SI & TI UMSU adalah meningkatkan stabilitas dan kapasitas server, terutama pada jam sibuk seperti pengisian KRS, agar sistem tidak lambat atau sulit diakses. Selain itu, respon helpdesk dapat dipercepat dengan sistem tiket yang lebih terstruktur dan notifikasi status penanganan, sehingga pengguna mengetahui progres penyelesaian masalah.",92,5,
093-01,30/01/2026 22:35:50,Portal Akademik (WEB),Lama loadingnya,93,1,
093-02,30/01/2026 22:35:50,MyClass UMSU,Lama loadingnya,93,2,
093-03,30/01/2026 22:35:50,WiFi Kampus,ga tau sandinya,93,3,
093-04,30/01/2026 22:35:50,Helpdesk/Technical Support,Ga pernah menggunakannya,93,4,
093-05,30/01/2026 22:35:50,Saran Peningkatan,belum ngerti,93,5,
094-01,31/01/2026 15:42:59,Portal Akademik (WEB),Pada saat ke kelas yg ada di web E learning ada beberapa error dan sulit dipahami untuk saat pengumpulan tugas nya,94,1,
094-02,31/01/2026 15:42:59,MyClass UMSU,Kadang sulit dipahami saat ingin meng upload tugas,94,2,
094-03,31/01/2026 15:42:59,WiFi Kampus,"Kadang saat saya masuk ke wifi, jaringan nya malah lelet dan kadang bahkan tidak memiliki internet.... Apakah wifi nya belum dibayar?",94,3,
094-04,31/01/2026 15:42:59,Helpdesk/Technical Support,Belum pernah memakai help desk,94,4,
094-05,31/01/2026 15:42:59,Saran Peningkatan,Semoga lebih bagus lagi,94,5,
095-01,02/02/2026 20:38:28,Portal Akademik (WEB),"Saya pernah login ke portal tpi tiba2 server down, trs kadang tiba2 log out sendiri jg pas saya lgi isi krs, nah kadang jg pas udh buka portal ni loading nya lamaa padahal jaringan saya bagus",95,1,
095-02,02/02/2026 20:38:28,MyClass UMSU,"Menurut saya myclass ini sangat memudahkan saya untuk mengakses tugas2, modul perkuliahan. Karna lebih simple yaa trs jg ga tiba2 logout pas lgi ngumpulin tugas yg mepet deadline",95,2,
095-03,02/02/2026 20:38:28,WiFi Kampus,mungkin karna efisiensi yaaa makanya sekarang jaringan di kelas agak ngelag beda sm dulu awal2 semester menurut saya sangat lancar,95,3,
095-04,02/02/2026 20:38:28,Helpdesk/Technical Support,"Awal-awal pindah dri e-learning ke myclass saya lupa untuk login trs saya chat lah di live chat agak lama memang dibales tpi sekalinya dibales lgsg dikasi solusi yg jelass. Gk lama kli si dibales tpi pas itu saya buru2 mau absen jdinya menurut saya lama, sekitar 15 menit lah",95,4,
095-05,02/02/2026 20:38:28,Saran Peningkatan,Perbaiki server error yg di portal,95,5,
096-01,02/02/2026 20:49:07,Portal Akademik (WEB),"beberapa kali ketika saya membuka portal terjadi error. misal, ketika saya masuk ke portal terus saya pilih menu khs, nah disitu busa tiba-tiba masuk ke menu home, padahal saya mau buka khs.",96,1,
096-02,02/02/2026 20:49:07,MyClass UMSU,saya tidak bisa membuka file materi yang ada di myclass,96,2,
096-03,02/02/2026 20:49:07,WiFi Kampus,sejauh pengalaman saya ketika menggunakana wifi tidak ada kendala,96,3,
096-04,02/02/2026 20:49:07,Helpdesk/Technical Support,"saya ga pernah menggunakannya, jadi gatau. maaf yaa",96,4,
096-05,02/02/2026 20:49:07,Saran Peningkatan,"saya tidak pernah menggunakannya, jadi tidak tahu saran apa sebaiknya yang saya berikan",96,5,
097-01,02/02/2026 21:14:46,Portal Akademik (WEB),sering kembali untuk login ulang tanpa ada sebab,97,1,
097-02,02/02/2026 21:14:46,MyClass UMSU,kadang susah untuk mencari mata kuliah yang belum di enrollment,97,2,
097-03,02/02/2026 21:14:46,WiFi Kampus,wifi kadang lambat dan tidak bisa mengakses web,97,3,
097-04,02/02/2026 21:14:46,Helpdesk/Technical Support,saat lupa pasword portal umsu,97,4,
097-05,02/02/2026 21:14:46,Saran Peningkatan,maksimalkan yang sudah ada,97,5,
098-01,02/02/2026 21:18:40,Portal Akademik (WEB),baik,98,1,
098-02,02/02/2026 21:18:40,MyClass UMSU,"baik, lebih mudah dipahami dan jelas",98,2,
098-03,02/02/2026 21:18:40,WiFi Kampus,"baik, tapi kadang wifi nya buruk",98,3,
098-04,02/02/2026 21:18:40,Helpdesk/Technical Support,baik,98,4,
098-05,02/02/2026 21:18:40,Saran Peningkatan,-,98,5,
099-01,03/02/2026 1:59:27,Portal Akademik (WEB),"Pengalaman saya menggunakan Portal Akademik (WEB) cukup membantu, terutama untuk melihat KRS, KHS, dan jadwal kuliah karena informasinya terpusat di satu sistem. Namun, pengalaman kurang baik pernah terjadi saat portal sulit diakses atau lambat ketika banyak mahasiswa login bersamaan, misalnya saat periode pengisian KRS, sehingga proses menjadi terhambat.",99,1,
099-02,03/02/2026 1:59:27,MyClass UMSU,"Pengalaman saya menggunakan MyClass UMSU cukup baik karena memudahkan dalam mengakses materi perkuliahan, mengumpulkan tugas, dan melihat pengumuman dari dosen secara online. Namun, terkadang sistem terasa lambat atau error saat batas waktu pengumpulan tugas, sehingga perlu login ulang atau menunggu beberapa saat.",99,2,
099-03,03/02/2026 1:59:27,WiFi Kampus,"Pengalaman saya menggunakan WiFi kampus UMSU tergolong cukup baik, karena membantu mahasiswa mengakses internet untuk keperluan perkuliahan seperti mencari referensi dan mengerjakan tugas. Namun, pada jam-jam sibuk koneksi sering melambat atau terputus, misalnya saat banyak mahasiswa menggunakan WiFi secara bersamaan di area kampus.",99,3,
099-04,03/02/2026 1:59:27,Helpdesk/Technical Support,"Pengalaman saya menggunakan helpdesk/technical support IT UMSU cukup baik karena petugas responsif dan membantu ketika saya mengalami kendala login pada portal akademik. Namun, pada beberapa kasus respon masih memerlukan waktu cukup lama saat permintaan sedang banyak, sehingga penyelesaian masalah tidak bisa langsung dilakukan.",99,4,
099-05,03/02/2026 1:59:27,Saran Peningkatan,"Saran saya untuk peningkatan layanan SI & TI UMSU adalah meningkatkan kapasitas dan stabilitas server agar portal akademik dan MyClass tidak mudah lambat atau error, terutama saat jam sibuk seperti pengisian KRS atau pengumpulan tugas. Selain itu, kualitas dan jangkauan WiFi kampus juga perlu ditingkatkan agar koneksi lebih stabil dan merata di seluruh area kampus.",99,5,
100-01,03/02/2026 5:16:56,Portal Akademik (WEB),"baik nya kita dikasih kemudahan untuk meng akses segala sesuatu contohnya membayar ukt tidak perlu harus datang ke kampus.

buruknya portal tersebut sering eror jadi kita harus menunggu beberapa saat",100,1,
100-02,03/02/2026 5:16:56,MyClass UMSU,"baiknya kita dapet melihat modul apa yg kita pelajari dan kita bisa absen kehadiran dengan mudah 

buruknya sering terjadi eror server dan harus menunggu beberapa saat",100,2,
100-03,03/02/2026 5:16:56,WiFi Kampus,"baiknya saya tidak kehabisan paket saat pembelajaran di mulai 

buruknya jaringan sering ngelag",100,3,
100-04,03/02/2026 5:16:56,Helpdesk/Technical Support,pengalaman baik nya mereka sigap menanggapi keluhan mahasiswa,100,4,
100-05,03/02/2026 5:16:56,Saran Peningkatan,"lebih di perjelakan lagi apa itu SI dan TI kepada mahasiswa,karna masih banyak mahasiswa kurang tau apa itu SI dan TI",100,5,
101-01,03/02/2026 7:44:56,Portal Akademik (WEB),"sering mengalami aplikasi keluar sendirinya tanpa di keluarin,server sering lambat",101,1,
101-02,03/02/2026 7:44:56,MyClass UMSU,sering di perbaiki atau update lah soalnya my class tempat mengumpulkan atau mengirim tugas bahkan absen juga di my class,101,2,
101-03,03/02/2026 7:44:56,WiFi Kampus,wifi nya super top kencang dan jangkauan nya juga luas,101,3,
101-04,03/02/2026 7:44:56,Helpdesk/Technical Support,karna hampir ga pernah saya gunakan jadi ga ad sisi baik dan buruk yang saya ambil,101,4,
101-05,03/02/2026 7:44:56,Saran Peningkatan,tingkat kan terus pelayanan yang cepat agar mempermudah suatu masalah,101,5,
102-01,03/02/2026 10:24:05,Portal Akademik (WEB),"buruknya pada saat diperlukan tetapi portal eror, baiknya dengan adanya web tersebut itu sangat terbantu",102,1,
102-02,03/02/2026 10:24:05,MyClass UMSU,tjda ada,102,2,
102-03,03/02/2026 10:24:05,WiFi Kampus,"perlu tmbahkan wifi, supaya mahasiswa terbantu data dri kampus",102,3,
102-04,03/02/2026 10:24:05,Helpdesk/Technical Support,tida ada,102,4,
102-05,03/02/2026 10:24:05,Saran Peningkatan,sarannya untuk lebih dipertingkatkan lagi pelayanannya maupun kepentingan apapun,102,5,
103-01,03/02/2026 15:29:31,Portal Akademik (WEB),Faktor penghambat dalam penggunaan Portal selama saya menggunakan ialah sering log out sendiri secara tiba-tiba,103,1,
103-02,03/02/2026 15:29:31,MyClass UMSU,Informasi yang disajikan kurang detail sehingga banyak mahasiswa yang masih kebingungan dalam penggunaan terlebih ini adalah web/Apk yang tergolong baru,103,2,
103-03,03/02/2026 15:29:31,WiFi Kampus,"Akses Wifi di lingkungan kampus belum menyeluruh terutama di beberapa titik, namun untuk didalam kelas masih ada hambatan koneksi terutama saat jam sibuk perkuliahan karena banyak yang mengakses wifi tersebut",103,3,
103-04,03/02/2026 15:29:31,Helpdesk/Technical Support,"Terakhir penggunaan di tahun 2022 terkendala di password portal, untuk experience cukup baik namun perlu respon yang lebih cepat agar lebih baik kedepannya",103,4,
103-05,03/02/2026 15:29:31,Saran Peningkatan,Peningkatan kualitas server dan fast respon dalam menanggapi setiap keluhan yang dihadapi mahasiswa,103,5,
104-01,03/02/2026 19:30:57,Portal Akademik (WEB),kadang eror,104,1,
104-02,03/02/2026 19:30:57,MyClass UMSU,kadang eror,104,2,
104-03,03/02/2026 19:30:57,WiFi Kampus,kadang lemot,104,3,
104-04,03/02/2026 19:30:57,Helpdesk/Technical Support,sangat baik,104,4,
104-05,03/02/2026 19:30:57,Saran Peningkatan,di lengkapin lagi pasilitasnya,104,5,
105-01,03/02/2026 23:24:19,Portal Akademik (WEB),"Pengalaman saya menggunakan Portal Akademik (WEB) cukup baik, karena tampilan sederhana dan fitur utama seperti KRS, KHS, serta jadwal perkuliahan mudah diakses. Namun, kadang portal lambat atau sulit dibuka saat jam sibuk, misalnya ketika pengisian KRS, sehingga membutuhkan waktu lebih lama.",105,1,
105-02,03/02/2026 23:24:19,MyClass UMSU,"Pengalaman saya menggunakan MyClass UMSU cukup baik, karena memudahkan akses materi perkuliahan, pengumpulan tugas, dan informasi dari dosen dalam satu platform. Namun, terkadang sistem lambat atau error, terutama saat banyak mahasiswa mengunggah tugas secara bersamaan, sehingga proses pengumpulan menjadi kurang lancar.",105,2,
105-03,03/02/2026 23:24:19,WiFi Kampus,"Pengalaman saya menggunakan WiFi kampus UMSU kurang konsisten, karena di beberapa area koneksi cukup cepat dan membantu akses MyClass atau browsing. Namun, di jam sibuk atau lokasi tertentu sinyal sering lemah dan terputus, sehingga mengganggu proses belajar dan pengumpulan tugas online.",105,3,
105-04,03/02/2026 23:24:19,Helpdesk/Technical Support,"Pengalaman saya menggunakan helpdesk/technical support IT UMSU cukup baik, karena petugas responsif dan membantu saat ada kendala login atau masalah sistem. Namun, pada waktu tertentu respons masih cukup lama, terutama saat banyak laporan masuk, sehingga penyelesaian masalah tidak selalu bisa langsung.",105,4,
105-05,03/02/2026 23:24:19,Saran Peningkatan,"Layanan SI & TI UMSU sebaiknya ditingkatkan dari sisi stabilitas sistem dan kapasitas server, terutama saat jam sibuk seperti pengisian KRS atau pengumpulan tugas agar tidak sering lambat/error. Selain itu, perlu pemerataan dan peningkatan kualitas WiFi di seluruh area kampus serta respon helpdesk yang lebih cepat dengan sistem tiket yang jelas.",105,5,
106-01,04/02/2026 0:20:05,Portal Akademik (WEB),"Sering minta login akun padahal baru di loginkan

Contoh:
Saya sudah login akun di portal,terus saya buka wa,setelah buka wa saya masuk lagi ke portal dan di suruh login lagi",106,1,
106-02,04/02/2026 0:20:05,MyClass UMSU,"Sering keluar dari portal padahal saya sudah login kan akun saya

Contoh:
Saya buka portal terus saya login,terus saya buka WA,baru masuk ke portal lagi disuruh login",106,2,
106-03,04/02/2026 0:20:05,WiFi Kampus,"Wi-Fi nya lancar sih

Contoh:
Disaat jaringan saya tidak mendukung ada WiFi kampus umsu yg menolong",106,3,
106-04,04/02/2026 0:20:05,Helpdesk/Technical Support,Respon cepat,106,4,
106-05,04/02/2026 0:20:05,Saran Peningkatan,Meningkatkan stabilitas jaringan di area kampus untuk mendukung aktivitas daring dan luring.,106,5,
107-01,04/02/2026 19:49:03,Portal Akademik (WEB),sering error,107,1,
107-02,04/02/2026 19:49:03,MyClass UMSU,sejauh ini sangat baik,107,2,
107-03,04/02/2026 19:49:03,WiFi Kampus,sejauh ini baik,107,3,
107-04,04/02/2026 19:49:03,Helpdesk/Technical Support,.,107,4,
107-05,04/02/2026 19:49:03,Saran Peningkatan,.,107,5,
108-01,05/02/2026 15:12:08,Portal Akademik (WEB),saat pengisian krs itu sedikit ngelag,108,1,
108-02,05/02/2026 15:12:08,MyClass UMSU,saat pengisian krs sistem lumayan lama,108,2,
108-03,05/02/2026 15:12:08,WiFi Kampus,karena terlalu banyak pengguna jadi lumayan lama/ susah mengakses,108,3,
108-04,05/02/2026 15:12:08,Helpdesk/Technical Support,bagus,108,4,
108-05,05/02/2026 15:12:08,Saran Peningkatan,sistemnya supaya tidak sering eror,108,5,
109-01,05/02/2026 15:23:12,Portal Akademik (WEB),"Sering Down Server, contoh seperti ketika login portal umsu, tiba tiba langsong keluar lagi. belum sampai 2/3 detik. sudah keluar dan disuruh untuk login lagi. hal itu membuat saya sedikit resah padahal koneksi jaringan saya baik dan lancar.",109,1,
109-02,05/02/2026 15:23:12,MyClass UMSU,baik,109,2,
109-03,05/02/2026 15:23:12,WiFi Kampus,sedikit ngelag,109,3,
109-04,05/02/2026 15:23:12,Helpdesk/Technical Support,tidak pernah,109,4,
109-05,05/02/2026 15:23:12,Saran Peningkatan,tidak pernah,109,5,
110-01,05/02/2026 15:43:40,Portal Akademik (WEB),"Terkadang suka eror umsu mobile harus menggunakan wifi untuk mengakses nya padahal data seluler saya bagus, itu saha",110,1,
